prob,threshold,class_id,fp,tf
0.769797,0.250000,4,0.000000,0.000000
0.685344,0.250000,4,0.000000,0.000000
0.670906,0.250000,4,0.000000,0.000000
0.582808,0.250000,4,0.000000,0.000000
0.522990,0.250000,4,0.000000,0.000000
0.394722,0.250000,4,0.000000,0.000000
0.353408,0.250000,4,0.000000,0.000000
0.352475,0.250000,4,0.000000,0.000000
0.281934,0.250000,4,0.000000,0.000000
0.950794,0.250000,3,0.000000,0.000000
0.796402,0.250000,3,0.000000,0.000000
0.398391,0.250000,3,0.000000,0.000000
0.366145,0.250000,3,0.000000,0.000000
0.673841,0.250000,17,0.000000,0.000000
0.893342,0.250000,14,0.000000,0.000000
0.772613,0.250000,14,0.000000,0.000000
0.637538,0.250000,14,0.000000,0.000000
0.747956,0.250000,17,0.000000,0.000000
0.288009,0.250000,17,0.000000,0.000000
0.722201,0.250000,14,0.000000,0.000000
0.911743,0.250000,11,0.000000,0.000000
0.578571,0.250000,19,0.000000,0.000000
0.851807,0.250000,14,0.000000,0.000000
0.823922,0.250000,8,0.000000,0.000000
0.931984,0.250000,2,0.000000,0.000000
0.608083,0.250000,14,0.000000,0.000000
0.695045,0.250000,6,0.000000,0.000000
0.642515,0.250000,6,0.000000,0.000000
0.647936,0.250000,5,0.000000,0.000000
0.951918,0.250000,14,0.000000,0.000000
0.920263,0.250000,14,0.000000,0.000000
0.832939,0.250000,14,0.000000,0.000000
0.751121,0.250000,14,0.000000,0.000000
0.584549,0.250000,14,0.000000,0.000000
0.525416,0.250000,14,0.000000,0.000000
0.327055,0.250000,14,0.000000,0.000000
0.339564,0.250000,6,0.000000,0.000000
0.980488,0.250000,5,0.000000,0.000000
0.881732,0.250000,17,0.000000,0.000000
0.874513,0.250000,8,0.000000,0.000000
0.844237,0.250000,8,0.000000,0.000000
0.804440,0.250000,8,0.000000,0.000000
0.852959,0.250000,6,0.000000,0.000000
0.913961,0.250000,2,0.000000,0.000000
0.916952,0.250000,14,0.000000,0.000000
0.563536,0.250000,14,0.000000,0.000000
0.423138,0.250000,14,0.000000,0.000000
0.320887,0.250000,14,0.000000,0.000000
0.320848,0.250000,14,0.000000,0.000000
0.884639,0.250000,13,0.000000,0.000000
0.285378,0.250000,13,0.000000,0.000000
0.897398,0.250000,14,0.000000,0.000000
0.861480,0.250000,14,0.000000,0.000000
0.880815,0.250000,4,0.000000,0.000000
0.855959,0.250000,19,0.000000,0.000000
0.256760,0.250000,19,0.000000,0.000000
0.643841,0.250000,17,0.000000,0.000000
0.569497,0.250000,14,0.000000,0.000000
0.777385,0.250000,11,0.000000,0.000000
0.914389,0.250000,14,0.000000,0.000000
0.502876,0.250000,14,0.000000,0.000000
0.972135,0.250000,14,0.000000,0.000000
0.812956,0.250000,14,0.000000,0.000000
0.746584,0.250000,14,0.000000,0.000000
0.731018,0.250000,14,0.000000,0.000000
0.595795,0.250000,14,0.000000,0.000000
0.568996,0.250000,14,0.000000,0.000000
0.553886,0.250000,14,0.000000,0.000000
0.548600,0.250000,14,0.000000,0.000000
0.541981,0.250000,14,0.000000,0.000000
0.452367,0.250000,14,0.000000,0.000000
0.442301,0.250000,14,0.000000,0.000000
0.405891,0.250000,14,0.000000,0.000000
0.399926,0.250000,14,0.000000,0.000000
0.362652,0.250000,14,0.000000,0.000000
0.354560,0.250000,14,0.000000,0.000000
0.314241,0.250000,14,0.000000,0.000000
0.301692,0.250000,14,0.000000,0.000000
0.286606,0.250000,14,0.000000,0.000000
0.278340,0.250000,14,0.000000,0.000000
0.899607,0.250000,10,0.000000,0.000000
0.253275,0.250000,8,0.000000,0.000000
0.322629,0.250000,7,0.000000,0.000000
0.508331,0.250000,7,0.000000,0.000000
0.860905,0.250000,0,0.000000,0.000000
0.965820,0.250000,10,0.000000,0.000000
0.773877,0.250000,8,0.000000,0.000000
0.656139,0.250000,8,0.000000,0.000000
0.363353,0.250000,8,0.000000,0.000000
0.971707,0.250000,18,0.000000,0.000000
0.361721,0.250000,14,0.000000,0.000000
0.821005,0.250000,14,0.000000,0.000000
0.556341,0.250000,14,0.000000,0.000000
0.742355,0.250000,10,0.000000,0.000000
0.325108,0.250000,10,0.000000,0.000000
0.611795,0.250000,8,0.000000,0.000000
0.787033,0.250000,8,0.000000,0.000000
0.671570,0.250000,8,0.000000,0.000000
0.798695,0.250000,19,0.000000,0.000000
0.806485,0.250000,7,0.000000,0.000000
0.920013,0.250000,14,0.000000,0.000000
0.818934,0.250000,1,0.000000,0.000000
0.614051,0.250000,18,0.000000,0.000000
0.571602,0.250000,5,0.000000,0.000000
0.675946,0.250000,14,0.000000,0.000000
0.311500,0.250000,14,0.000000,0.000000
0.803183,0.250000,15,0.000000,0.000000
0.653221,0.250000,15,0.000000,0.000000
0.544149,0.250000,15,0.000000,0.000000
0.519706,0.250000,15,0.000000,0.000000
0.478711,0.250000,15,0.000000,0.000000
0.286185,0.250000,15,0.000000,0.000000
0.889087,0.250000,8,0.000000,0.000000
0.302820,0.250000,8,0.000000,0.000000
0.905217,0.250000,14,0.000000,0.000000
0.880651,0.250000,12,0.000000,0.000000
0.929139,0.250000,18,0.000000,0.000000
0.281470,0.250000,18,0.000000,0.000000
0.846385,0.250000,14,0.000000,0.000000
0.602423,0.250000,14,0.000000,0.000000
0.500269,0.250000,14,0.000000,0.000000
0.455688,0.250000,8,0.000000,0.000000
0.933074,0.250000,5,0.000000,0.000000
0.586290,0.250000,14,0.000000,0.000000
0.365167,0.250000,14,0.000000,0.000000
0.387266,0.250000,6,0.000000,0.000000
0.322838,0.250000,6,0.000000,0.000000
0.907615,0.250000,6,0.000000,0.000000
0.884865,0.250000,6,0.000000,0.000000
0.564563,0.250000,6,0.000000,0.000000
0.527101,0.250000,6,0.000000,0.000000
0.483002,0.250000,6,0.000000,0.000000
0.374123,0.250000,6,0.000000,0.000000
0.876758,0.250000,0,0.000000,0.000000
0.879613,0.250000,14,0.000000,0.000000
0.404433,0.250000,14,0.000000,0.000000
0.508051,0.250000,10,0.000000,0.000000
0.911759,0.250000,8,0.000000,0.000000
0.852773,0.250000,14,0.000000,0.000000
0.825619,0.250000,12,0.000000,0.000000
0.519936,0.250000,5,0.000000,0.000000
0.453461,0.250000,14,0.000000,0.000000
0.875002,0.250000,6,0.000000,0.000000
0.914341,0.250000,18,0.000000,0.000000
0.369142,0.250000,18,0.000000,0.000000
0.345316,0.250000,14,0.000000,0.000000
0.531192,0.250000,13,0.000000,0.000000
0.950527,0.250000,6,0.000000,0.000000
0.948975,0.250000,6,0.000000,0.000000
0.659775,0.250000,6,0.000000,0.000000
0.955965,0.250000,11,0.000000,0.000000
0.587318,0.250000,11,0.000000,0.000000
0.808348,0.250000,14,0.000000,0.000000
0.883555,0.250000,0,0.000000,0.000000
0.768072,0.250000,0,0.000000,0.000000
0.942743,0.250000,1,0.000000,0.000000
0.797307,0.250000,14,0.000000,0.000000
0.804667,0.250000,13,0.000000,0.000000
0.715440,0.250000,6,0.000000,0.000000
0.271082,0.250000,19,0.000000,0.000000
0.883216,0.250000,14,0.000000,0.000000
0.853472,0.250000,14,0.000000,0.000000
0.726651,0.250000,14,0.000000,0.000000
0.668637,0.250000,14,0.000000,0.000000
0.555572,0.250000,14,0.000000,0.000000
0.482209,0.250000,14,0.000000,0.000000
0.866826,0.250000,12,0.000000,0.000000
0.764976,0.250000,14,0.000000,0.000000
0.375242,0.250000,14,0.000000,0.000000
0.310369,0.250000,14,0.000000,0.000000
0.922041,0.250000,6,0.000000,0.000000
0.924024,0.250000,14,0.000000,0.000000
0.347585,0.250000,4,0.000000,0.000000
0.449224,0.250000,9,0.000000,0.000000
0.886615,0.250000,2,0.000000,0.000000
0.965940,0.250000,17,0.000000,0.000000
0.426568,0.250000,10,0.000000,0.000000
0.385475,0.250000,4,0.000000,0.000000
0.881893,0.250000,14,0.000000,0.000000
0.800533,0.250000,14,0.000000,0.000000
0.255919,0.250000,8,0.000000,0.000000
0.344662,0.250000,8,0.000000,0.000000
0.861010,0.250000,14,0.000000,0.000000
0.656597,0.250000,10,0.000000,0.000000
0.337574,0.250000,8,0.000000,0.000000
0.728332,0.250000,4,0.000000,0.000000
0.416461,0.250000,4,0.000000,0.000000
0.865892,0.250000,18,0.000000,0.000000
0.872226,0.250000,14,0.000000,0.000000
0.865215,0.250000,14,0.000000,0.000000
0.902404,0.250000,1,0.000000,0.000000
0.806503,0.250000,1,0.000000,0.000000
0.879993,0.250000,6,0.000000,0.000000
0.739608,0.250000,6,0.000000,0.000000
0.264157,0.250000,6,0.000000,0.000000
0.936901,0.250000,14,0.000000,0.000000
0.701974,0.250000,14,0.000000,0.000000
0.926281,0.250000,14,0.000000,0.000000
0.682819,0.250000,14,0.000000,0.000000
0.916751,0.250000,11,0.000000,0.000000
0.897401,0.250000,19,0.000000,0.000000
0.859711,0.250000,19,0.000000,0.000000
0.397269,0.250000,19,0.000000,0.000000
0.514552,0.250000,14,0.000000,0.000000
0.860831,0.250000,7,0.000000,0.000000
0.771840,0.250000,14,0.000000,0.000000
0.712124,0.250000,14,0.000000,0.000000
0.563557,0.250000,14,0.000000,0.000000
0.479420,0.250000,14,0.000000,0.000000
0.410268,0.250000,14,0.000000,0.000000
0.363442,0.250000,14,0.000000,0.000000
0.934690,0.250000,6,0.000000,0.000000
0.610916,0.250000,6,0.000000,0.000000
0.570009,0.250000,15,0.000000,0.000000
0.335458,0.250000,1,0.000000,0.000000
0.348017,0.250000,4,0.000000,0.000000
0.507999,0.250000,3,0.000000,0.000000
0.912806,0.250000,14,0.000000,0.000000
0.870654,0.250000,9,0.000000,0.000000
0.481066,0.250000,8,0.000000,0.000000
0.868556,0.250000,14,0.000000,0.000000
0.361831,0.250000,14,0.000000,0.000000
0.860621,0.250000,6,0.000000,0.000000
0.959068,0.250000,6,0.000000,0.000000
0.589001,0.250000,6,0.000000,0.000000
0.548344,0.250000,6,0.000000,0.000000
0.523379,0.250000,6,0.000000,0.000000
0.905246,0.250000,2,0.000000,0.000000
0.527321,0.250000,2,0.000000,0.000000
0.865696,0.250000,14,0.000000,0.000000
0.844722,0.250000,14,0.000000,0.000000
0.565638,0.250000,14,0.000000,0.000000
0.485512,0.250000,14,0.000000,0.000000
0.855977,0.250000,6,0.000000,0.000000
0.852524,0.250000,6,0.000000,0.000000
0.848595,0.250000,6,0.000000,0.000000
0.842514,0.250000,6,0.000000,0.000000
0.839854,0.250000,6,0.000000,0.000000
0.807540,0.250000,6,0.000000,0.000000
0.722291,0.250000,6,0.000000,0.000000
0.944854,0.250000,17,0.000000,0.000000
0.685534,0.250000,8,0.000000,0.000000
0.831388,0.250000,8,0.000000,0.000000
0.296040,0.250000,10,0.000000,0.000000
0.534602,0.250000,8,0.000000,0.000000
0.617437,0.250000,8,0.000000,0.000000
0.528850,0.250000,8,0.000000,0.000000
0.382028,0.250000,8,0.000000,0.000000
0.338316,0.250000,8,0.000000,0.000000
0.964822,0.250000,14,0.000000,0.000000
0.955832,0.250000,14,0.000000,0.000000
0.889171,0.250000,14,0.000000,0.000000
0.785794,0.250000,0,0.000000,0.000000
0.924852,0.250000,14,0.000000,0.000000
0.906187,0.250000,12,0.000000,0.000000
0.635046,0.250000,12,0.000000,0.000000
0.898424,0.250000,11,0.000000,0.000000
0.320358,0.250000,14,0.000000,0.000000
0.763121,0.250000,2,0.000000,0.000000
0.473440,0.250000,10,0.000000,0.000000
0.869571,0.250000,4,0.000000,0.000000
0.941926,0.250000,14,0.000000,0.000000
0.843041,0.250000,12,0.000000,0.000000
0.947430,0.250000,18,0.000000,0.000000
0.787234,0.250000,18,0.000000,0.000000
0.533869,0.250000,4,0.000000,0.000000
0.681005,0.250000,8,0.000000,0.000000
0.935559,0.250000,14,0.000000,0.000000
0.924970,0.250000,14,0.000000,0.000000
0.903379,0.250000,14,0.000000,0.000000
0.778456,0.250000,14,0.000000,0.000000
0.459274,0.250000,14,0.000000,0.000000
0.932918,0.250000,6,0.000000,0.000000
0.932220,0.250000,6,0.000000,0.000000
0.897490,0.250000,6,0.000000,0.000000
0.853870,0.250000,6,0.000000,0.000000
0.922426,0.250000,5,0.000000,0.000000
0.938999,0.250000,19,0.000000,0.000000
0.918088,0.250000,9,0.000000,0.000000
0.941725,0.250000,14,0.000000,0.000000
0.806992,0.250000,4,0.000000,0.000000
0.946981,0.250000,14,0.000000,0.000000
0.301207,0.250000,14,0.000000,0.000000
0.836467,0.250000,13,0.000000,0.000000
0.506164,0.250000,3,0.000000,0.000000
0.426093,0.250000,3,0.000000,0.000000
0.357865,0.250000,3,0.000000,0.000000
0.841556,0.250000,6,0.000000,0.000000
0.405745,0.250000,13,0.000000,0.000000
0.393647,0.250000,13,0.000000,0.000000
0.931177,0.250000,13,0.000000,0.000000
0.293447,0.250000,13,0.000000,0.000000
0.901172,0.250000,14,0.000000,0.000000
0.900218,0.250000,12,0.000000,0.000000
0.350321,0.250000,11,0.000000,0.000000
0.927091,0.250000,2,0.000000,0.000000
0.832322,0.250000,14,0.000000,0.000000
0.948458,0.250000,6,0.000000,0.000000
0.946776,0.250000,9,0.000000,0.000000
0.275060,0.250000,9,0.000000,0.000000
0.554774,0.250000,6,0.000000,0.000000
0.872024,0.250000,6,0.000000,0.000000
0.939984,0.250000,11,0.000000,0.000000
0.882855,0.250000,14,0.000000,0.000000
0.913515,0.250000,13,0.000000,0.000000
0.749467,0.250000,1,0.000000,0.000000
0.420040,0.250000,15,0.000000,0.000000
0.601945,0.250000,7,0.000000,0.000000
0.375659,0.250000,19,0.000000,0.000000
0.250754,0.250000,10,0.000000,0.000000
0.780416,0.250000,8,0.000000,0.000000
0.734756,0.250000,8,0.000000,0.000000
0.398054,0.250000,8,0.000000,0.000000
0.300944,0.250000,8,0.000000,0.000000
0.337114,0.250000,8,0.000000,0.000000
0.895605,0.250000,14,0.000000,0.000000
0.594280,0.250000,14,0.000000,0.000000
0.833972,0.250000,14,0.000000,0.000000
0.814661,0.250000,14,0.000000,0.000000
0.695046,0.250000,14,0.000000,0.000000
0.820323,0.250000,10,0.000000,0.000000
0.286458,0.250000,4,0.000000,0.000000
0.569833,0.250000,18,0.000000,0.000000
0.699422,0.250000,14,0.000000,0.000000
0.332043,0.250000,14,0.000000,0.000000
0.646002,0.250000,3,0.000000,0.000000
0.390866,0.250000,3,0.000000,0.000000
0.288205,0.250000,3,0.000000,0.000000
0.758731,0.250000,16,0.000000,0.000000
0.918656,0.250000,14,0.000000,0.000000
0.882303,0.250000,14,0.000000,0.000000
0.861410,0.250000,14,0.000000,0.000000
0.820923,0.250000,14,0.000000,0.000000
0.814238,0.250000,14,0.000000,0.000000
0.794542,0.250000,14,0.000000,0.000000
0.787210,0.250000,14,0.000000,0.000000
0.776738,0.250000,14,0.000000,0.000000
0.959614,0.250000,10,0.000000,0.000000
0.710459,0.250000,8,0.000000,0.000000
0.891366,0.250000,14,0.000000,0.000000
0.913495,0.250000,12,0.000000,0.000000
0.876828,0.250000,2,0.000000,0.000000
0.556675,0.250000,2,0.000000,0.000000
0.939826,0.250000,17,0.000000,0.000000
0.481943,0.250000,8,0.000000,0.000000
0.313013,0.250000,17,0.000000,0.000000
0.853729,0.250000,8,0.000000,0.000000
0.902370,0.250000,8,0.000000,0.000000
0.941521,0.250000,14,0.000000,0.000000
0.863636,0.250000,9,0.000000,0.000000
0.552417,0.250000,9,0.000000,0.000000
0.949669,0.250000,14,0.000000,0.000000
0.899273,0.250000,14,0.000000,0.000000
0.352401,0.250000,4,0.000000,0.000000
0.444092,0.250000,15,0.000000,0.000000
0.507299,0.250000,14,0.000000,0.000000
0.980363,0.250000,6,0.000000,0.000000
0.867711,0.250000,14,0.000000,0.000000
0.548397,0.250000,14,0.000000,0.000000
0.263955,0.250000,6,0.000000,0.000000
0.818935,0.250000,12,0.000000,0.000000
0.910658,0.250000,14,0.000000,0.000000
0.920562,0.250000,12,0.000000,0.000000
0.800228,0.250000,19,0.000000,0.000000
0.278994,0.250000,8,0.000000,0.000000
0.741231,0.250000,15,0.000000,0.000000
0.456616,0.250000,15,0.000000,0.000000
0.254999,0.250000,15,0.000000,0.000000
0.252392,0.250000,15,0.000000,0.000000
0.418787,0.250000,8,0.000000,0.000000
